age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,capital-netGain,is-gain,is-loss
37,4,125550,8,9,0,12,1,4,0,0,0,60.0,38,0,0,0
32,1,454508,12,13,2,4,0,4,1,0,0,40.0,38,0,0,0
41,4,599629,9,10,2,1,5,2,0,0,0,40.0,38,0,0,0
48,4,95661,9,10,4,1,1,4,0,0,0,43.0,38,0,0,0
50,2,259377,13,14,2,10,5,4,0,15024,0,40.0,38,15024,1,0
23,4,180837,8,9,4,7,3,2,0,0,0,40.0,38,0,0,0
48,7,224474,9,10,0,4,1,4,0,0,0,40.0,38,0,0,0
42,4,54202,12,13,4,12,1,4,1,10520,0,50.0,38,10520,1,0
54,4,174102,12,13,2,4,0,4,1,0,0,40.0,38,0,0,0
30,4,78980,10,11,2,7,0,4,1,0,0,40.0,38,0,0,0
29,4,204984,8,9,2,3,0,4,1,0,0,50.0,38,0,0,0
58,4,201393,11,12,0,1,1,4,1,0,1876,40.0,38,-1876,0,1
36,4,288103,6,7,5,7,1,2,1,0,0,40.0,38,0,0,0
56,7,67662,13,14,0,10,1,4,0,0,0,39.0,38,0,0,0
25,4,312157,9,10,4,10,1,4,0,0,0,40.0,38,0,0,0
21,4,518530,9,10,4,1,3,4,0,0,0,40.0,38,0,0,0
40,4,31621,8,9,3,1,4,4,0,0,0,40.0,38,0,0,0
65,2,240166,6,7,2,14,0,4,1,0,0,35.0,38,0,0,0
40,2,153031,13,14,2,10,0,4,1,7298,0,35.0,38,7298,1,0
45,1,81487,9,10,2,1,0,4,1,0,0,40.0,32,0,0,0
46,4,218329,9,10,4,3,3,4,1,0,0,40.0,38,0,0,0
46,2,172822,8,9,2,14,0,4,1,0,0,40.0,38,0,0,0
38,4,262882,8,9,2,7,5,4,0,0,0,40.0,38,0,0,0
51,4,290856,8,9,2,1,0,4,1,0,0,40.0,38,0,0,0
52,4,164530,6,7,0,7,1,2,0,0,0,20.0,38,0,0,0
30,4,243165,8,9,2,4,0,4,1,0,0,40.0,38,0,0,0
23,4,113466,8,9,4,3,1,4,1,0,0,40.0,38,0,0,0
26,4,135845,9,10,4,12,1,4,0,0,0,37.0,38,0,0,0
50,5,175339,8,9,2,3,0,4,1,0,1672,60.0,38,-1672,0,1
36,5,180477,9,10,2,4,0,4,1,0,0,50.0,38,0,0,0
30,4,219110,8,9,2,3,0,4,1,0,0,46.0,38,0,0,0
36,4,190759,12,13,2,10,0,4,1,0,0,45.0,38,0,0,0
43,6,147269,5,6,2,3,0,4,1,0,0,60.0,0,0,0,0
20,4,224424,7,8,4,7,3,4,1,0,0,40.0,38,0,0,0
43,6,260696,13,14,0,10,1,4,0,0,0,20.0,38,0,0,0
55,4,83401,2,3,6,7,4,4,0,0,0,40.0,38,0,0,0
46,6,176863,8,9,2,4,0,4,1,0,0,40.0,38,0,0,0
43,4,195258,8,9,2,3,0,4,1,0,0,40.0,38,0,0,0
28,4,184723,12,13,4,13,1,4,0,0,1980,35.0,38,-1980,0,1
43,7,24763,13,14,2,10,0,4,1,0,1887,45.0,38,-1887,0,1
42,2,100793,12,13,2,10,0,4,1,0,0,60.0,38,0,0,0
26,4,169121,12,13,2,12,0,4,1,0,0,48.0,38,0,0,0
40,6,29036,9,10,4,7,1,4,1,0,0,35.0,38,0,0,0
49,5,213140,8,9,2,4,0,4,1,0,1902,60.0,38,-1902,0,1
31,4,264864,8,9,2,7,5,0,0,0,0,40.0,38,0,0,0
54,7,198186,8,9,4,8,1,2,0,0,0,38.0,38,0,0,0
53,0,150393,8,9,4,0,1,4,1,0,1504,35.0,38,-1504,0,1
28,4,328923,8,9,4,1,2,4,0,0,0,38.0,38,0,0,0
44,4,111275,8,9,4,8,4,2,0,0,0,38.0,38,0,0,0
20,1,340217,8,9,4,1,3,4,0,0,0,40.0,38,0,0,0
36,4,41490,9,10,0,1,4,4,0,0,0,40.0,38,0,0,0
21,0,207988,8,9,2,0,2,4,0,0,0,35.0,38,0,0,0
49,4,141944,10,11,3,6,4,4,1,0,1380,42.0,38,-1380,0,1
28,4,138269,8,9,4,3,1,4,1,0,0,40.0,38,0,0,0
42,4,263608,9,10,0,3,3,4,1,0,0,40.0,38,0,0,0
41,4,176452,8,9,4,8,3,4,1,0,0,40.0,28,0,0,0
19,4,181572,9,10,4,1,3,4,1,0,0,40.0,38,0,0,0
21,4,226145,9,10,4,6,3,4,1,0,0,30.0,38,0,0,0
29,4,113464,8,9,4,14,2,3,1,0,0,40.0,6,0,0,0
37,1,125933,8,9,2,1,0,4,1,0,0,40.0,38,0,0,0
23,4,153044,8,9,4,6,4,2,0,0,0,7.0,38,0,0,0
48,4,216093,12,13,2,6,0,4,1,0,0,40.0,38,0,0,0
29,4,159479,8,9,2,14,0,3,1,0,0,55.0,38,0,0,0
28,7,288731,12,13,2,10,0,4,1,0,0,20.0,38,0,0,0
53,6,158284,8,9,2,12,0,4,1,0,0,70.0,38,0,0,0
40,4,236110,7,8,2,10,0,4,1,0,0,40.0,5,0,0,0
25,4,75821,9,10,4,10,3,4,0,0,0,40.0,38,0,0,0
35,4,144608,8,9,2,7,0,4,1,0,0,40.0,38,0,0,0
25,4,187577,8,9,2,3,0,4,1,0,0,40.0,38,0,0,0
31,2,236487,12,13,4,10,1,4,0,0,0,40.0,11,0,0,0
21,0,134746,9,10,4,0,3,4,0,0,0,35.0,38,0,0,0
56,4,32446,9,10,2,3,0,4,1,0,0,40.0,38,0,0,0
37,4,99151,8,9,2,1,5,4,0,0,0,40.0,38,0,0,0
34,4,195602,11,12,2,3,0,4,1,0,0,44.0,38,0,0,0
24,4,216469,8,9,2,7,0,4,1,0,1579,50.0,38,-1579,0,1
27,4,221166,4,5,4,5,3,4,1,0,0,40.0,38,0,0,0
44,4,187821,12,13,2,14,0,4,1,0,0,55.0,38,0,0,0
53,4,162381,1,2,2,14,0,4,1,0,0,50.0,38,0,0,0
34,4,167832,5,6,2,3,0,4,1,0,0,40.0,38,0,0,0
68,4,236943,4,5,0,5,1,2,1,0,0,20.0,38,0,0,0
33,6,235271,12,13,0,12,1,4,1,0,0,50.0,38,0,0,0
47,4,97883,12,13,6,9,4,4,0,25236,0,35.0,38,25236,1,0
47,6,180446,9,10,2,13,0,2,1,0,0,40.0,38,0,0,0
56,5,303090,9,10,2,12,0,4,1,0,0,50.0,38,0,0,0
39,4,202027,14,15,2,10,0,4,1,0,0,45.0,38,0,0,0
64,4,169604,6,7,2,14,0,4,1,0,0,40.0,38,0,0,0
24,4,248533,9,10,4,12,2,2,0,0,0,40.0,38,0,0,0
32,2,203849,9,10,2,14,0,4,1,0,0,40.0,38,0,0,0
27,2,223529,10,11,4,1,3,4,1,0,0,43.0,38,0,0,0
38,2,745768,9,10,0,4,4,2,0,0,0,45.0,38,0,0,0
57,4,299358,8,9,6,8,2,4,0,0,1719,25.0,38,-1719,0,1
23,0,191910,9,10,4,0,2,4,1,0,0,40.0,38,0,0,0
51,4,215854,12,13,0,10,1,4,0,0,0,50.0,38,0,0,0
51,6,24790,9,10,2,4,0,4,1,0,0,99.0,38,0,0,0
39,4,50700,8,9,2,10,0,4,1,0,0,40.0,38,0,0,0
17,4,52486,6,7,4,8,3,4,0,0,0,12.0,38,0,0,0
31,6,117346,9,10,2,12,0,4,1,0,0,48.0,38,0,0,0
33,4,288398,12,13,0,1,1,4,0,0,0,45.0,38,0,0,0
47,1,53498,8,9,0,8,4,2,0,0,0,40.0,38,0,0,0
18,4,194561,9,10,4,8,3,4,1,0,0,12.0,38,0,0,0
36,6,125933,14,15,4,10,1,4,1,0,0,55.0,38,0,0,0
43,4,184321,5,6,2,7,0,2,1,0,1887,40.0,38,-1887,0,1
28,4,103802,12,13,4,4,3,4,0,0,1408,40.0,0,-1408,0,1
42,1,178470,8,9,0,1,1,4,0,0,0,40.0,38,0,0,0
36,4,460437,4,5,0,12,1,4,0,0,0,40.0,38,0,0,0
19,4,258633,9,10,4,8,1,4,0,0,0,30.0,38,0,0,0
56,0,128900,9,10,6,0,1,2,0,0,0,40.0,38,0,0,0
46,4,154405,8,9,2,6,0,2,1,0,0,40.0,38,0,0,0
25,2,249214,9,10,4,1,4,2,0,0,0,40.0,38,0,0,0
30,7,312767,8,9,4,12,4,2,0,0,0,40.0,38,0,0,0
31,4,48189,8,9,2,14,0,4,1,0,0,45.0,38,0,0,0
34,4,106541,9,10,2,7,0,4,1,0,0,40.0,38,0,0,0
54,5,206862,8,9,2,4,0,4,1,0,0,36.0,38,0,0,0
51,4,133336,8,9,2,13,0,4,1,0,0,40.0,38,0,0,0
45,4,206947,8,9,0,1,1,4,0,0,0,50.0,38,0,0,0
19,4,47577,9,10,4,14,1,4,1,0,0,50.0,38,0,0,0
36,4,284166,8,9,4,12,4,4,1,0,0,60.0,38,0,0,0
25,4,273876,12,13,4,12,1,4,1,0,0,65.0,38,0,0,0
61,4,125155,8,9,2,7,0,4,1,0,0,40.0,38,0,0,0
23,4,129583,8,9,4,6,3,2,0,0,0,16.0,38,0,0,0
25,4,61956,9,10,4,14,1,4,1,0,0,50.0,38,0,0,0
44,1,184099,8,9,2,1,0,4,1,0,0,40.0,38,0,0,0
34,4,434463,12,13,4,7,1,4,0,0,0,39.0,38,0,0,0
18,4,186909,9,10,4,8,3,4,0,0,0,16.0,38,0,0,0
25,4,160445,8,9,0,3,1,4,1,0,0,40.0,38,0,0,0
37,4,116960,12,13,4,10,1,4,1,0,0,45.0,38,0,0,0
44,4,116632,11,12,4,5,3,4,1,0,0,40.0,38,0,0,0
34,4,227359,9,10,2,8,0,4,1,0,0,42.0,38,0,0,0
37,4,377798,9,10,2,3,0,4,1,3103,0,40.0,38,3103,1,0
26,4,195105,8,9,4,12,1,3,1,0,0,40.0,38,0,0,0
48,0,174533,6,7,5,0,4,4,1,0,0,40.0,38,0,0,0
44,4,260761,8,9,2,3,0,4,1,0,0,40.0,38,0,0,0
36,5,184456,12,13,4,13,1,4,1,27828,0,55.0,38,27828,1,0
21,4,138816,8,9,4,6,3,2,1,0,0,20.0,38,0,0,0
38,4,224566,10,11,2,6,0,4,1,0,0,50.0,38,0,0,0
43,4,244172,8,9,2,7,0,4,1,0,0,35.0,0,0,0,0
26,4,104834,13,14,4,10,1,4,0,0,1669,40.0,38,-1669,0,1
53,4,99476,8,9,0,8,1,4,0,0,0,38.0,38,0,0,0
45,4,190482,10,11,2,3,0,4,1,0,0,76.0,38,0,0,0
37,4,95855,8,9,0,11,4,4,0,0,0,40.0,38,0,0,0
26,1,95806,9,10,4,3,1,4,1,3325,0,40.0,38,3325,1,0
45,4,293691,8,9,0,1,1,1,0,0,1590,40.0,23,-1590,0,1
34,4,289984,8,9,0,9,4,2,0,0,0,30.0,38,0,0,0
41,4,321824,8,9,2,3,0,4,1,0,0,8.0,38,0,0,0
42,4,137907,8,9,0,1,4,4,0,0,0,35.0,38,0,0,0
55,6,141807,12,13,2,4,0,4,1,0,0,40.0,38,0,0,0
30,2,211654,13,14,2,10,0,4,1,0,0,40.0,38,0,0,0
39,4,30673,9,10,0,6,1,4,1,0,0,50.0,38,0,0,0
37,1,419053,8,9,0,3,1,4,1,0,0,40.0,38,0,0,0
22,4,167787,8,9,4,8,1,4,0,0,0,40.0,38,0,0,0
31,4,252210,2,3,4,8,3,4,1,0,0,40.0,25,0,0,0
29,4,77572,11,12,4,1,1,1,0,0,0,40.0,38,0,0,0
29,1,124953,10,11,2,13,0,4,1,0,0,42.0,38,0,0,0
17,4,183110,6,7,4,6,3,4,1,0,0,16.0,38,0,0,0
38,4,207568,12,13,2,4,0,4,1,5178,0,40.0,38,5178,1,0
21,4,192572,8,9,4,1,3,4,0,0,0,45.0,38,0,0,0
29,4,114870,9,10,0,3,3,4,1,0,0,40.0,38,0,0,0
34,4,202046,8,9,2,3,0,4,1,0,0,35.0,38,0,0,0
42,4,99679,8,9,2,14,0,4,1,0,0,60.0,38,0,0,0
41,6,143129,12,13,0,4,1,4,0,0,0,40.0,38,0,0,0
24,4,349691,9,10,4,12,2,2,0,0,0,40.0,38,0,0,0
29,6,142519,8,9,2,7,0,4,1,0,0,40.0,38,0,0,0
66,2,179285,8,9,2,4,0,4,1,3432,0,20.0,38,3432,1,0
60,6,327474,8,9,2,12,0,4,1,0,0,70.0,38,0,0,0
19,4,118306,8,9,4,6,3,4,1,0,0,16.0,38,0,0,0
60,4,232337,3,4,0,7,1,4,1,0,0,40.0,38,0,0,0
40,4,143069,8,9,2,7,0,4,1,0,0,40.0,38,0,0,0
33,2,248346,11,12,2,3,0,4,1,0,0,50.0,38,0,0,0
19,4,28119,9,10,4,8,3,4,0,0,0,4.0,38,0,0,0
58,2,310085,5,6,2,14,0,4,1,0,0,40.0,38,0,0,0
34,2,325792,9,10,2,3,0,4,1,0,0,40.0,38,0,0,0
29,0,125159,9,10,4,0,1,2,1,0,0,36.0,0,0,0,0
43,4,341358,10,11,2,12,0,4,1,0,0,40.0,38,0,0,0
30,1,68330,12,13,4,10,1,4,1,0,0,40.0,38,0,0,0
27,0,162104,4,5,4,0,3,4,0,0,0,40.0,38,0,0,0
25,4,183575,6,7,4,3,3,4,1,0,0,40.0,38,0,0,0
32,7,317647,8,9,4,14,3,4,1,0,0,40.0,38,0,0,0
43,1,203637,12,13,2,1,0,4,1,7298,0,40.0,38,7298,1,0
19,4,87497,6,7,4,14,2,4,1,0,0,10.0,38,0,0,0
49,4,34446,9,10,2,14,0,4,1,0,0,40.0,38,0,0,0
64,0,50171,8,9,2,0,0,4,1,0,0,10.0,38,0,0,0
22,4,48347,12,13,4,5,3,4,1,0,0,40.0,38,0,0,0
22,4,429346,8,9,4,1,2,2,1,0,0,40.0,38,0,0,0
41,4,49797,8,9,2,3,0,4,1,0,0,40.0,38,0,0,0
39,4,189623,12,13,0,12,4,4,1,0,0,60.0,38,0,0,0
57,4,124507,12,13,2,12,0,4,1,0,0,55.0,38,0,0,0
60,4,166330,8,9,2,1,5,4,0,0,0,40.0,38,0,0,0
33,4,172664,9,10,2,4,0,4,1,0,0,70.0,38,0,0,0
24,4,223515,8,9,2,3,0,4,1,0,0,45.0,38,0,0,0
59,4,246262,9,10,2,13,0,4,1,0,0,40.0,38,0,0,0
56,4,131608,9,10,2,12,0,4,1,0,0,40.0,38,0,0,0
36,4,83089,2,3,2,7,0,4,1,7298,0,40.0,25,7298,1,0
27,4,192283,10,11,4,6,3,4,0,0,0,38.0,38,0,0,0
49,2,149210,12,13,2,11,0,2,1,15024,0,40.0,38,15024,1,0
49,0,189885,8,9,6,0,1,2,0,0,0,40.0,38,0,0,0
38,4,133963,12,13,0,10,1,4,0,0,0,50.0,38,0,0,0
34,1,194740,9,10,4,1,1,4,1,0,0,40.0,38,0,0,0
40,4,220460,8,9,4,3,1,4,1,0,0,40.0,2,0,0,0
26,4,156805,9,10,2,7,0,2,1,0,0,40.0,38,0,0,0
37,4,86150,12,13,2,8,5,1,0,0,0,30.0,38,0,0,0
45,5,36228,12,13,2,5,0,4,1,4386,0,35.0,38,4386,1,0
34,4,287737,12,13,4,12,1,4,0,0,0,40.0,38,0,0,0
52,4,101752,10,11,2,14,0,4,1,0,0,56.0,38,0,0,0
36,4,114988,8,9,4,8,1,4,0,0,0,40.0,38,0,0,0
70,0,230816,10,11,4,0,1,4,1,0,0,30.0,38,0,0,0
39,4,498785,8,9,0,1,1,4,1,0,0,40.0,38,0,0,0
39,7,85874,8,9,0,1,4,4,0,0,0,40.0,38,0,0,0
46,4,294907,2,3,2,7,0,4,1,0,0,40.0,25,0,0,0
30,6,33308,8,9,4,3,1,4,1,0,0,40.0,38,0,0,0
19,4,109928,6,7,4,12,3,2,0,0,0,35.0,38,0,0,0
28,4,70604,8,9,2,6,0,4,1,0,0,38.0,38,0,0,0
42,4,184857,8,9,2,3,0,4,1,0,0,16.0,38,0,0,0
38,4,127865,13,14,4,1,4,4,0,0,0,40.0,38,0,0,0
35,4,26999,12,13,5,4,4,4,0,0,0,42.0,38,0,0,0
33,4,309630,8,9,2,8,0,4,1,0,0,40.0,38,0,0,0
26,4,335998,8,9,4,12,1,4,0,0,0,38.0,38,0,0,0
55,4,143030,8,9,0,7,1,4,0,0,0,40.0,38,0,0,0
25,6,210278,12,13,4,10,3,4,1,0,0,30.0,38,0,0,0
33,4,189843,3,4,2,7,0,4,1,0,0,40.0,38,0,0,0
49,6,148254,8,9,0,5,1,4,0,0,0,28.0,38,0,0,0
19,4,175081,4,5,4,3,2,4,1,0,0,60.0,38,0,0,0
40,4,233130,3,4,2,3,0,4,1,0,0,40.0,8,0,0,0
27,4,167737,7,8,4,7,1,4,1,0,0,45.0,38,0,0,0
30,4,165686,12,13,4,8,1,4,0,0,0,40.0,38,0,0,0
38,4,498785,8,9,2,6,0,4,1,0,0,40.0,38,0,0,0
25,7,156848,8,9,2,11,3,4,1,0,0,35.0,38,0,0,0
52,4,416164,8,9,2,5,0,3,1,0,0,49.0,25,0,0,0
55,4,314592,8,9,2,3,0,4,1,0,0,40.0,38,0,0,0
20,4,226978,8,9,4,8,3,4,1,0,0,35.0,38,0,0,0
39,4,165799,8,9,2,4,0,4,1,0,0,40.0,38,0,0,0
30,4,87054,8,9,2,3,0,4,1,0,0,50.0,38,0,0,0
19,4,101509,9,10,4,10,3,4,1,0,0,32.0,38,0,0,0
19,4,235849,8,9,4,14,3,4,1,0,0,35.0,38,0,0,0
49,7,206577,9,10,0,1,3,4,1,0,0,40.0,38,0,0,0
61,0,69285,8,9,2,0,0,4,1,0,0,37.0,38,0,0,0
19,4,60661,8,9,4,6,3,4,1,0,0,52.0,38,0,0,0
24,4,206671,10,11,2,3,0,4,1,0,0,40.0,38,0,0,0
21,0,78374,8,9,4,0,2,1,0,0,0,24.0,38,0,0,0
36,2,180805,8,9,4,14,1,1,1,0,0,40.0,38,0,0,0
28,4,175431,4,5,0,10,1,2,0,0,0,40.0,38,0,0,0
19,2,169853,8,9,4,3,3,4,1,0,0,40.0,38,0,0,0
38,4,116358,9,10,2,8,0,1,1,0,0,40.0,29,0,0,0
34,4,277314,11,12,2,12,0,2,1,0,1902,50.0,38,-1902,0,1
27,4,198188,8,9,2,1,0,4,1,2580,0,45.0,38,2580,1,0
49,4,360491,8,9,6,1,4,4,0,0,0,40.0,38,0,0,0
45,6,111679,9,10,0,3,1,4,1,0,0,30.0,38,0,0,0
31,4,243142,8,9,0,7,4,4,0,0,0,40.0,38,0,0,0
52,4,266138,12,13,2,4,0,4,1,0,0,40.0,0,0,0,0
42,4,183384,9,10,0,1,1,2,0,0,0,40.0,38,0,0,0
60,4,39352,3,4,4,14,1,4,1,0,0,48.0,38,0,0,0
22,4,117789,9,10,4,10,3,4,0,0,0,10.0,38,0,0,0
17,4,82041,6,7,4,6,3,4,1,0,0,40.0,2,0,0,0
42,4,367049,13,14,4,4,1,4,0,4650,0,40.0,38,4650,1,0
28,2,34452,14,15,2,10,0,4,1,0,0,40.0,38,0,0,0
19,4,415354,5,6,0,8,1,4,0,0,0,40.0,38,0,0,0
64,7,269512,12,13,0,13,1,4,1,0,0,40.0,38,0,0,0
28,4,162404,12,13,4,3,1,2,1,0,0,60.0,38,0,0,0
78,5,385242,12,13,2,4,0,4,1,9386,0,45.0,38,9386,1,0
41,4,421837,8,9,2,14,0,4,1,0,0,40.0,38,0,0,0
67,0,132057,8,9,2,0,0,2,1,0,0,20.0,38,0,0,0
23,4,447488,4,5,4,7,2,4,1,0,0,35.0,25,0,0,0
28,4,206351,9,10,2,12,0,4,1,0,0,40.0,38,0,0,0
40,4,163215,12,13,0,4,1,4,0,10520,0,40.0,38,10520,1,0
39,2,139364,12,13,2,10,0,4,1,0,0,35.0,38,0,0,0
29,4,130438,8,9,2,7,0,4,1,0,0,40.0,38,0,0,0
42,4,33155,8,9,2,7,0,4,1,0,0,45.0,38,0,0,0
33,4,183000,9,10,4,8,1,4,1,0,0,24.0,38,0,0,0
25,4,167031,9,10,4,8,2,3,0,0,0,25.0,7,0,0,0
61,4,119986,13,14,2,10,0,4,1,0,0,40.0,0,0,0,0
39,4,58343,9,10,2,7,0,4,1,0,0,40.0,38,0,0,0
17,0,170320,6,7,4,0,3,4,0,0,0,8.0,38,0,0,0
57,4,24384,3,4,6,8,1,4,0,0,0,10.0,38,0,0,0
23,4,133355,9,10,4,1,3,4,1,0,0,15.0,38,0,0,0
49,4,149337,12,13,2,4,0,4,1,0,0,40.0,38,0,0,0
28,4,230743,11,12,0,1,1,4,0,0,0,40.0,38,0,0,0
28,4,96020,12,13,2,4,5,4,0,0,0,50.0,38,0,0,0
26,4,396482,12,13,4,12,1,4,0,0,0,48.0,38,0,0,0
23,4,109430,8,9,4,8,1,4,0,0,0,40.0,38,0,0,0
54,4,133050,9,10,4,12,1,2,1,0,0,41.0,38,0,0,0
48,4,181758,9,10,0,1,4,4,0,0,0,40.0,38,0,0,0
20,4,225811,8,9,4,12,3,4,0,0,0,23.0,38,0,0,0
33,4,392812,9,10,2,6,0,4,1,0,0,50.0,38,0,0,0
29,4,271328,12,13,4,10,1,4,1,4650,0,40.0,38,4650,1,0
29,4,275110,9,10,5,6,1,2,1,0,0,42.0,38,0,0,0
43,6,113211,8,9,2,4,5,4,0,0,0,40.0,38,0,0,0
61,4,130684,9,10,2,10,0,4,1,0,0,42.0,38,0,0,0
37,4,270059,9,10,0,1,4,4,0,25236,0,25.0,38,25236,1,0
29,4,147340,9,10,4,12,3,4,0,0,0,40.0,38,0,0,0
37,4,256723,9,10,0,1,4,2,0,0,0,35.0,38,0,0,0
44,4,210525,9,10,2,14,0,4,1,0,0,40.0,38,0,0,0
24,4,308205,9,10,4,4,3,4,1,0,0,40.0,38,0,0,0
27,4,35032,9,10,2,6,0,4,1,0,0,40.0,38,0,0,0
52,2,238959,13,14,4,10,1,4,1,0,0,32.0,38,0,0,0
18,4,122775,8,9,4,8,3,4,1,0,0,35.0,38,0,0,0
52,4,169549,9,10,0,4,4,4,0,0,0,40.0,38,0,0,0
30,4,53158,11,12,4,13,1,4,0,0,0,40.0,38,0,0,0
51,4,95128,8,9,0,3,1,4,1,0,0,40.0,38,0,0,0
48,6,324173,10,11,0,4,1,4,0,0,0,50.0,38,0,0,0
40,4,208470,8,9,4,3,1,4,1,0,0,40.0,38,0,0,0
39,4,136081,8,9,2,7,0,4,1,0,2051,40.0,38,-2051,0,1
18,4,218889,4,5,4,8,3,2,1,0,0,35.0,38,0,0,0
37,4,216924,8,9,2,6,0,4,1,0,0,44.0,38,0,0,0
19,0,175495,8,9,4,0,3,2,0,0,0,24.0,38,0,0,0
34,4,202822,13,14,4,13,4,2,0,0,0,40.0,0,0,0,0
64,0,168340,8,9,2,0,0,4,1,0,0,40.0,0,0,0,0
18,4,352640,8,9,4,1,3,4,0,0,0,40.0,38,0,0,0
23,4,148315,9,10,5,3,3,4,1,0,0,40.0,38,0,0,0
71,0,229424,8,9,6,0,1,4,0,0,0,40.0,38,0,0,0
26,4,195734,8,9,4,1,3,4,0,2354,0,40.0,38,2354,1,0
54,4,53407,8,9,2,3,0,4,1,0,0,40.0,38,0,0,0
24,4,228613,6,7,4,7,4,4,0,0,0,40.0,38,0,0,0
42,4,210525,9,10,2,13,0,4,1,0,0,20.0,38,0,0,0
23,4,294701,8,9,4,1,4,4,0,0,0,40.0,38,0,0,0
58,4,127264,5,6,2,3,0,4,1,0,0,50.0,38,0,0,0
55,4,334308,8,9,2,4,5,4,0,0,0,30.0,38,0,0,0
33,4,243674,8,9,5,13,1,4,1,0,0,46.0,38,0,0,0
25,4,231638,9,10,4,13,4,4,0,0,0,24.0,38,0,0,0
35,4,116541,13,14,4,10,3,4,1,0,0,44.0,38,0,0,0
43,4,163215,12,13,2,8,5,4,0,0,0,35.0,0,0,0,0
57,4,162301,8,9,0,1,1,4,0,0,0,45.0,38,0,0,0
41,4,107306,8,9,4,4,1,4,1,2174,0,40.0,38,2174,1,0
28,4,174327,8,9,2,7,0,4,1,0,0,50.0,38,0,0,0
51,4,171914,12,13,2,10,0,4,1,0,0,50.0,38,0,0,0
41,4,352834,12,13,2,10,0,4,1,7688,0,55.0,38,7688,1,0
48,4,413363,6,7,2,14,0,4,1,0,2002,40.0,38,-2002,0,1
31,0,86143,8,9,2,0,0,1,1,0,0,40.0,29,0,0,0
41,4,112181,12,13,2,12,5,4,0,0,0,12.0,38,0,0,0
50,4,108446,9,10,2,12,0,4,1,0,0,40.0,38,0,0,0
44,4,222703,3,4,2,7,0,3,1,0,0,40.0,26,0,0,0
31,4,219509,8,9,2,8,0,4,1,0,0,40.0,25,0,0,0
17,4,120068,6,7,4,6,3,4,1,0,0,17.0,38,0,0,0
37,4,236990,9,10,2,7,0,4,1,3464,0,40.0,38,3464,1,0
36,4,203482,11,12,2,10,0,4,1,0,0,40.0,38,0,0,0
23,4,65481,8,9,2,7,5,4,0,0,0,40.0,38,0,0,0
61,4,167138,8,9,0,4,1,4,0,0,0,40.0,38,0,0,0
20,0,117789,9,10,4,0,3,4,0,0,0,40.0,38,0,0,0
30,4,159187,12,13,2,10,0,4,1,0,1902,55.0,38,-1902,0,1
54,4,197481,9,10,0,1,4,4,0,0,0,40.0,38,0,0,0
66,4,284021,8,9,6,12,1,4,0,0,0,40.0,38,0,0,0
62,7,39630,12,13,2,10,0,4,1,0,0,40.0,38,0,0,0
60,5,160062,8,9,2,5,0,4,1,0,0,25.0,38,0,0,0
54,4,206964,9,10,2,12,0,4,1,0,0,40.0,38,0,0,0
35,4,54317,8,9,2,5,0,4,1,0,1672,50.0,38,-1672,0,1
35,4,105138,12,13,2,13,0,4,1,0,0,40.0,38,0,0,0
42,1,172307,8,9,2,1,0,4,1,0,0,48.0,38,0,0,0
61,4,69867,8,9,2,4,0,4,1,0,0,40.0,38,0,0,0
36,2,113337,9,10,2,13,0,4,1,0,0,42.0,38,0,0,0
52,6,89028,8,9,2,3,0,1,1,0,0,40.0,38,0,0,0
29,4,180758,11,12,4,3,1,4,1,0,0,60.0,38,0,0,0
31,4,231263,12,13,0,4,1,4,1,4650,0,45.0,38,4650,1,0
44,2,124692,13,14,2,10,0,4,1,0,0,35.0,38,0,0,0
49,4,105444,7,8,2,7,0,4,1,0,0,39.0,38,0,0,0
61,4,128831,8,9,2,7,0,4,1,0,0,40.0,38,0,0,0
40,4,151365,8,9,0,3,1,4,0,0,0,40.0,38,0,0,0
49,4,122206,10,11,2,12,0,4,1,0,0,25.0,38,0,0,0
36,4,179666,7,8,2,3,0,3,1,0,0,40.0,38,0,0,0
41,2,174491,8,9,5,8,4,2,0,0,0,40.0,38,0,0,0
34,6,152493,8,9,2,5,0,4,1,0,0,70.0,38,0,0,0
49,7,247378,9,10,0,10,1,4,0,0,0,20.0,38,0,0,0
18,4,165754,9,10,4,8,3,4,0,0,0,30.0,38,0,0,0
36,6,344351,8,9,4,14,3,4,1,0,0,40.0,38,0,0,0
26,4,71009,12,13,4,10,1,1,0,0,0,40.0,29,0,0,0
28,6,176027,8,9,4,8,1,4,0,0,0,28.0,38,0,0,0
51,4,53197,9,10,2,3,0,4,1,0,0,40.0,38,0,0,0
21,4,199698,8,9,4,5,3,4,1,0,0,45.0,38,0,0,0
30,4,79712,12,13,2,10,0,3,1,0,0,40.0,38,0,0,0
40,4,210275,8,9,5,14,4,2,0,0,0,40.0,38,0,0,0
23,4,119704,9,10,5,12,4,4,0,0,0,40.0,38,0,0,0
23,7,156423,12,13,4,10,3,4,0,0,0,20.0,38,0,0,0
53,2,124094,8,9,2,3,0,4,1,5013,0,35.0,38,5013,1,0
31,1,139455,12,13,4,4,3,4,0,0,0,40.0,5,0,0,0
36,4,192939,13,14,2,10,0,4,1,0,1977,60.0,38,-1977,0,1
26,4,55860,9,10,4,1,1,2,0,0,0,40.0,38,0,0,0
